source_id,canonical_company_id,company,market,priority_locations,seed_url,adapter,cadence_days,enabled
forvis-mazars-global,forvis-mazars,Forvis Mazars,Multi-region,Prague; Germany; Vienna; Zurich; Nordics; London,https://www.forvismazars.com/group/en/join-us,generic,7,True
rsm-global,rsm,RSM,Multi-region,Prague; Germany; Vienna; Zurich; Nordics; London,https://www.rsm.global/careers,generic,7,True
protiviti-global,protiviti,Protiviti,Multi-region,Frankfurt; Munich; Zurich; London,https://www.protiviti.com/gl-en/careers,generic,7,True
sia-partners-global,sia-partners,Sia Partners,Multi-region,Frankfurt; Munich; Zurich; Amsterdam; Nordics; London,https://www.sia-partners.com/en/careers,generic,30,True
pa-consulting-global,pa-consulting,PA Consulting,Multi-region,Stockholm; Copenhagen; Oslo; London; European projects,https://www.paconsulting.com/careers,generic,30,True
capgemini-invent-global,capgemini-invent,Capgemini Invent,Multi-region,Prague; Germany; Vienna; Zurich; Nordics; London,https://www.capgemini.com/careers/,generic,14,True
ibm-consulting-global,ibm-consulting,IBM Consulting,Multi-region,Prague; Germany; Vienna; Zurich; Nordics; London,https://www.ibm.com/careers/search,generic,7,True
cgi-global,cgi,CGI,Multi-region,Prague; Germany; Nordics; London,https://www.cgi.com/en/careers,generic,14,True
infosys-consulting-global,infosys-consulting,Infosys Consulting,Multi-region,Germany; Switzerland; Nordics; London,https://career.infosys.com/,generic,14,True
tcs-consulting-global,tcs-consulting,Tata Consultancy Services,Multi-region,Prague; Germany; Switzerland; Nordics; London,https://www.tcs.com/careers,generic,30,True
cognizant-global,cognizant,Cognizant,Multi-region,Prague; Germany; Switzerland; Nordics; London,https://careers.cognizant.com/global-en/,generic,30,True
occ-strategy-global,occ-strategy,OC&C Strategy Consultants,Multi-region,Munich; Hamburg; London,https://www.occstrategy.com/en/careers/,generic,7,True
implement-consulting-global,implement-consulting,Implement Consulting Group,Multi-region,Copenhagen; Stockholm; Oslo; Zurich; Munich; Hamburg,https://implementconsultinggroup.com/career,generic,7,True
valcon-global,valcon,Valcon,Multi-region,Copenhagen; Stockholm; Oslo; London; European offices,https://valcon.com/careers/,generic,30,True
baringa-global,baringa,Baringa,Multi-region,Berlin; Munich; London; Nordics coverage,https://www.baringa.com/en/careers/,generic,14,True
newton-europe-global,newton-europe,Newton Europe,Multi-region,London; Oxfordshire; UK projects,https://www.newtoneurope.com/careers/,generic,14,True
porsche-consulting-global,porsche-consulting,Porsche Consulting,Multi-region,Stuttgart; Munich; Hamburg; Berlin; Zurich; London,https://www.porsche-consulting.com/careers/,generic,14,True
d-fine-global,d-fine,d-fine,Multi-region,Frankfurt; Munich; Berlin; Hamburg; Zurich; London,https://www.d-fine.com/en/career/,generic,14,True
zuehlke-global,zuehlke,Zühlke,Multi-region,Munich; Hamburg; Frankfurt; Zurich; Vienna; London,https://www.zuehlke.com/en/careers,generic,14,True
synpulse-global,synpulse,Synpulse,Multi-region,Frankfurt; Zurich; London; Nordics coverage,https://www.synpulse.com/en/careers,generic,14,True
nera-global,nera,NERA Economic Consulting,Multi-region,Berlin; Frankfurt; London,https://careers.marshmclennan.com/global/en/nera,generic,14,True
compass-lexecon-global,compass-lexecon,Compass Lexecon,Multi-region,Berlin; London; European offices,https://www.compasslexecon.com/careers/,generic,14,True
charles-river-associates-global,charles-river-associates,Charles River Associates,Multi-region,Munich; London; European offices,https://www.crai.com/careers/,generic,14,True
mckinsey-global,mckinsey,McKinsey & Company,Multi-region,Prague; Munich; Berlin; Frankfurt; Hamburg; Vienna; Zurich; Stockholm; Copenhagen; Oslo; Helsinki; London,https://www.mckinsey.com/careers/search-jobs,generic,14,True
bcg-global,bcg,Boston Consulting Group,Multi-region,Prague; Munich; Berlin; Frankfurt; Hamburg; Vienna; Zurich; Stockholm; Copenhagen; Oslo; Helsinki; London,https://careers.bcg.com/global/en/search-results,generic,14,True
kearney-global,kearney,Kearney,Multi-region,Munich; Berlin; Vienna; Zurich; Stockholm; Copenhagen; Oslo; Helsinki; London,https://www.kearney.com/careers,generic,14,True
arthur-d-little-global,arthur-d-little,Arthur D. Little,Multi-region,Prague; Munich; Frankfurt; Vienna; Zurich; Stockholm; Oslo; London,https://careers.adlittle.com/,generic,14,True
bearingpoint-global,bearingpoint,BearingPoint,Multi-region,Prague; Munich; Berlin; Frankfurt; Hamburg; Vienna; Zurich; Stockholm; Helsinki,https://www.bearingpoint.com/en/careers/,generic,14,True
accenture-global,accenture,Accenture,Multi-region,Prague; Munich; Berlin; Frankfurt; Hamburg; Vienna; Zurich; Nordics; London,https://www.accenture.com/us-en/careers/jobsearch,generic,14,True
simon-kucher-global,simon-kucher,Simon-Kucher,Multi-region,Prague; Munich; Berlin; Frankfurt; Hamburg; Vienna; Zurich; Stockholm; Copenhagen; London,https://www.simon-kucher.com/en/careers,generic,30,True
deloitte-global,deloitte,Deloitte,Multi-region,Prague; Munich; Berlin; Frankfurt; Hamburg; Vienna; Zurich; Nordics; London,https://www.deloitte.com/global/en/careers.html,generic,7,True
pwc-global,pwc,PwC,Multi-region,Prague; Munich; Berlin; Frankfurt; Hamburg; Vienna; Zurich; Nordics; London,https://www.pwc.com/gx/en/careers.html,generic,7,True
ey-global,ey,EY,Multi-region,Prague; Munich; Berlin; Frankfurt; Hamburg; Vienna; Zurich; Nordics; London,https://careers.ey.com/,generic,7,True
kpmg-global,kpmg,KPMG,Multi-region,Prague; Munich; Berlin; Frankfurt; Hamburg; Vienna; Zurich; Nordics; London,https://kpmg.com/xx/en/careers.html,generic,7,True
