opportunity_id,feedback,comment,updated_at
513e60989f2a985e,Interested,Good fit,2026-08-11T21:10:52.881580+00:00
22836df63a60c592,Interested,Good fit and position ,2026-08-12T21:01:18.458644+00:00
8c7e11141d0ea659,Maybe,Good opportunity maybe too technical and model based with extensive coding skills necessary ,2026-08-12T21:01:18.458644+00:00
ddfd51fe56b55700,Interested,"Maybe too much accounting, but other looks good ",2026-08-12T21:01:18.458644+00:00
c7d70f2bc7382b9d,Maybe,Manager too senior good but accounting part,2026-08-12T21:01:18.458644+00:00
983e7becfc2ca0c1,Interested,FPA is nice but this looks too senior,2026-08-12T21:01:18.458644+00:00
c461cecb95a684b3,Interested,Great fit with my experience ,2026-08-12T21:01:18.458644+00:00
a9bc61385de465f1,Interested,Interesting good fit,2026-08-12T21:01:18.458644+00:00
9cd49ed4b393b33a,Interested,Manager too high otherwise good ,2026-08-12T21:01:18.458644+00:00
220910415a95b693,Maybe,Ok but maybe too much accounting,2026-08-12T21:01:18.458644+00:00
92896630df905f6c,Maybe,Accounting and SAP otherwise OK,2026-08-12T21:01:18.458644+00:00
760427d4e3115d8d,Pass,Too senior role in data analysis without much experience ,2026-08-12T21:01:18.458644+00:00
a5968948844a3299,Maybe,Not fit to my experience but why not ,2026-08-12T21:01:18.458644+00:00
5fd2735ee65334b9,Interested,Interesting but not much experience ,2026-08-12T21:01:18.458644+00:00
fa6782aa02e138ab,Interested,Looks interesting but manager maybe too senior,2026-08-12T21:01:18.458644+00:00
170ac68966f401c8,Interested,Good fit,2026-08-12T21:01:18.458644+00:00
64b28c7a7fd9c143,Pass,No expereicne with Oracle products,2026-08-12T21:01:18.458644+00:00
525e350eeea4fc13,Pass,Not exper in IT and Data architecture,2026-08-12T21:01:18.458644+00:00
9c37fc2a8f2c8906,Pass,non financial risk not that interesting,2026-08-12T21:01:18.458644+00:00
778c8d1fbf02e17d,Pass,Not that quantitative for this job level,2026-08-12T21:01:18.458644+00:00
6140af979301d2a8,Pass,Too busines consulting ,2026-08-12T21:01:18.458644+00:00
69e1109d97a43883,Maybe,Why not,2026-08-12T21:01:18.458644+00:00
b22e06180fa12703,Pass,Too consulting not enough finance,2026-08-12T21:01:18.458644+00:00
a296b1178dedb9b1,Pass,Not Sap expericne and cloud ,2026-08-12T21:01:18.458644+00:00
b1c1b759dc949048,Interested,Interesting DD usefull my PE experience,2026-08-12T21:01:18.458644+00:00
f00b47820ddd61c2,Interested,"Interesting, good fit",2026-08-12T21:01:18.458644+00:00
64a50fa2305dc42c,Pass,Again technology too few finance,2026-08-12T21:01:18.458644+00:00
a71d5f69aaf9171a,Pass,Kinda HR role not interested,2026-08-12T21:01:18.458644+00:00
79b5b5f8e1631097,Maybe,Afraid not enough financial but interesting,2026-08-12T21:01:18.458644+00:00
4a34d53c6b40edb7,Interested,If not only creating model for banks might be interesting,2026-08-12T21:01:18.458644+00:00
6930a5088541e692,Maybe,Depends why not,2026-08-12T21:01:18.458644+00:00
1c4db8307a6c1d72,Pass,Taxes not interested,2026-08-12T21:01:18.458644+00:00
fd9eb0626d33f098,Pass,Not Audit,2026-08-12T21:01:18.458644+00:00
a06f6ef644f3f473,Pass,Too senior and not financial,2026-08-12T21:01:18.458644+00:00
56fa3822e4c3ae8c,Pass,too junior and mathematical,2026-08-12T21:01:18.458644+00:00
5461b1666fc6b4c3,Pass,Tax,2026-08-12T21:01:18.458644+00:00
519c5e698bd13f3c,Maybe,Interesting just not expereicne with SAP,2026-08-12T21:01:18.458644+00:00
07614743c517bfa3,Maybe,Too junior maybe why not,2026-08-12T21:01:18.458644+00:00
35c84f630c193159,Pass,IT no Finance,2026-08-12T21:01:18.458644+00:00
0ee98a4f04c3f3f8,Pass,Taxes,2026-08-12T21:01:18.458644+00:00
532b1c86b4b38532,Pass,Too senior otherwise Ok,2026-08-12T21:01:18.458644+00:00
d5e0048154575bb8,Pass,No experiecne in actuarial,2026-08-12T21:01:18.458644+00:00
13651ab95b40b3b5,Pass,too junior no audit,2026-08-12T21:01:18.458644+00:00
af85284120a2db74,Interested,Interesting,2026-08-12T21:01:18.458644+00:00
6835350ca5c2a448,Pass,No finance,2026-08-12T21:01:18.458644+00:00
d2ae6d5917085c0a,Pass,Tax,2026-08-12T21:01:18.458644+00:00
e6c61e3f48960fe4,Pass,no D365 ,2026-08-12T21:01:18.458644+00:00
2f051fa784b02477,Pass,No finance,2026-08-12T21:01:18.458644+00:00
f13d28ce8b279ad0,Interested,Why not ,2026-08-12T21:01:18.458644+00:00
4136be0484b98c2c,Pass,SAP no finance,2026-08-12T21:01:18.458644+00:00
d916cffeaf61efb6,Pass,No finance,2026-08-12T21:01:18.458644+00:00
pe-001,Maybe,Associate maybe to senior with no experience in infrastrucutre,2026-08-13T20:31:40.039365+00:00
pe-003,Maybe,Interesting but Manager might be too senior,2026-08-13T20:31:40.039365+00:00
pe-009,Maybe,Ok but not sure with associate I have max 2 years of experience when description says more I have not much chance,2026-08-13T20:31:40.039365+00:00
pe-020,Maybe,Interesting not sure about the seniority,2026-08-13T20:31:40.039365+00:00
pe-016,Pass,Too senior not much experience with credit analysis,2026-08-13T20:31:40.039365+00:00
pe-011,Pass,No experience with digital intrafstrucute not that much interested,2026-08-13T20:31:40.039365+00:00
pe-012,Pass,No experience and interest in Real Estate,2026-08-13T20:31:40.039365+00:00
pe-006,Interested,Kinda treasury role in PE why not,2026-08-13T20:31:40.039365+00:00
pe-017,Interested,Not sure how related to PE but Treasury/CFO agenda with lower seniority is something I am interested in,2026-08-13T20:31:40.039365+00:00
pe-004,Maybe,Why not not sure about the automation,2026-08-13T20:31:40.039365+00:00
pe-021,Pass,Too senio definitely not Manager with Investment role in PE,2026-08-13T20:31:40.039365+00:00
pe-018,Pass,Real Estate,2026-08-13T20:31:40.039365+00:00
pe-014,Pass,Do not know probably pass,2026-08-13T20:31:40.039365+00:00
pe-022,Maybe,Cosno okayish but not perfect fir,2026-08-13T20:31:40.039365+00:00
pe-002,Pass,Do not understand the role not that interesting,2026-08-13T20:31:40.039365+00:00
pe-010,Pass,Real Estate,2026-08-13T20:31:40.039365+00:00
pe-013,Maybe,Interesting sport angle but not understand how PE,2026-08-13T20:31:40.039365+00:00
pe-015,Pass,No investor relations,2026-08-13T20:31:40.039365+00:00
pe-023,Maybe,Too senior otherwise okay,2026-08-13T20:31:40.039365+00:00
pe-024,Pass,"Too senior, overall investemnt analyst in PE is right fit with respect to seniority",2026-08-13T20:31:40.039365+00:00
consult-013,Maybe,Might be interesting does not seem as opportunities evaluation,2026-08-17T20:08:58.570433+00:00
consult-014,Interested,"Great fit also considering FRM, questionable the expereince from treasury for this",2026-08-17T20:08:58.570433+00:00
consult-005,Interested,"Interesting, solid fit description matching interest, probably experience for senior",2026-08-17T20:08:58.570433+00:00
consult-006,Interested,"Interesting, solid fit description matching interest, probably experience for senior",2026-08-17T20:08:58.570433+00:00
consult-003,Interested,"not sure about commercial as DD but why not, post deal advisroy looks interesting ",2026-08-17T20:08:58.570433+00:00
consult-017,Interested,Great fit in line with my experience,2026-08-17T20:08:58.570433+00:00
consult-019,Interested,"Interesting, great fit ",2026-08-17T20:08:58.570433+00:00
consult-024,Interested,"Interesting, solid fit description matching interest, probably experience for senior",2026-08-17T20:08:58.570433+00:00
consult-034,Interested,"Fitting experience of both PE and Treasury, interesting angle for advisory",2026-08-17T20:08:58.570433+00:00
consult-028,Interested,"not sure about commercial as DD but why not, strategy for PE look interesting",2026-08-17T20:08:58.570433+00:00
consult-015,Pass,Not sure what is this job about but maybe too operational,2026-08-17T20:08:58.570433+00:00
consult-021,Interested,"Interesting, Senior experience fit, not too accounting focused more treasury and FPA",2026-08-17T20:08:58.570433+00:00
consult-030,Maybe,If not Reals estate asset management than fine,2026-08-17T20:08:58.570433+00:00
consult-031,Maybe,Why not not sure matching my experience,2026-08-17T20:08:58.570433+00:00
consult-032,Pass,Not that into private banking and wealth management,2026-08-17T20:08:58.570433+00:00
consult-011,Maybe,not that much epxerience with regulation but otherwise ok,2026-08-17T20:08:58.570433+00:00
consult-023,Interested,"Interesting, solid backgroung experience ",2026-08-17T20:08:58.570433+00:00
consult-025,Maybe,Not sure about seniority otherwise good fit,2026-08-17T20:08:58.570433+00:00
consult-010,Maybe,Interesting not sure about project management and what mobility means,2026-08-17T20:08:58.570433+00:00
consult-035,Pass,Too technical and IT job probably,2026-08-17T20:08:58.570433+00:00
