synced_at,canonical_company_id,company,rating,source_files,source_ids,status,cadence_days,career_url,note
2026-08-26T13:45:43.083490+00:00,bdo,BDO,A,job_sources_consulting.csv,bdo-global,active_existing_source,7,https://www.bdo.global/en-gb/careers,Cadence/enabled synced from A; calibrated adapter and seed URL preserved.
2026-08-26T13:45:43.083490+00:00,bmw,BMW Group,A,job_sources_corporate.csv,bmw-global,active_existing_source,7,https://www.bmwgroup.jobs/en/search.html,Cadence/enabled synced from A; calibrated adapter and seed URL preserved.
2026-08-26T13:45:43.083490+00:00,bain,Bain & Company,A,job_sources_consulting.csv,bain-global,active_existing_source,7,https://www.bain.com/careers/find-a-role/,Cadence/enabled synced from A; calibrated adapter and seed URL preserved.
2026-08-26T13:45:43.083490+00:00,bain-capital,Bain Capital,A,job_sources_pe.csv,bain-capital-global,active_existing_source,7,https://baincapital.wd1.myworkdayjobs.com/External_Public,Cadence/enabled synced from A; calibrated adapter and seed URL preserved.
2026-08-26T13:45:43.083490+00:00,bank-of-america,Bank of America,A,job_sources_investment_banking.csv,bank-of-america-global,active_existing_source,7,https://careers.bankofamerica.com/en-us,Cadence/enabled synced from A; calibrated adapter and seed URL preserved.
2026-08-26T13:45:43.083490+00:00,barclays,Barclays,A,job_sources_financial_services.csv,barclays-global,active_existing_source,7,https://barclays.wd3.myworkdayjobs.com/External_Career_Site_Barclays,Cadence/enabled synced from A; calibrated adapter and seed URL preserved.
2026-08-26T13:45:43.083490+00:00,blackrock,BlackRock,A,job_sources_public_markets.csv,blackrock-global,active_existing_source,7,https://careers.blackrock.com/,Cadence/enabled synced from A; calibrated adapter and seed URL preserved.
2026-08-26T13:45:43.083490+00:00,bosch,Bosch,A,job_sources_corporate.csv,bosch-global,active_existing_source,7,https://careers.smartrecruiters.com/BoschGroup,Cadence/enabled synced from A; calibrated adapter and seed URL preserved.
2026-08-26T13:45:43.083490+00:00,capco,Capco,A,job_sources_consulting.csv,capco-global,active_existing_source,7,https://job-boards.greenhouse.io/capco,Cadence/enabled synced from A; calibrated adapter and seed URL preserved.
2026-08-26T13:45:43.083490+00:00,capvis,Capvis,A,job_sources_pe.csv,capvis-global,active_existing_source,7,https://www.capvis.com/careers/,Cadence/enabled synced from A; calibrated adapter and seed URL preserved.
2026-08-26T13:45:43.083490+00:00,carlsberg,Carlsberg Group,A,job_sources_corporate.csv,carlsberg-global,active_existing_source,7,https://career2.successfactors.eu/career?company=carlsbergg,Cadence/enabled synced from A; calibrated adapter and seed URL preserved.
2026-08-26T13:45:43.083490+00:00,cinven,Cinven,A,job_sources_pe.csv,cinven-global,active_existing_source,7,https://cinven.pinpointhq.com/,Cadence/enabled synced from A; calibrated adapter and seed URL preserved.
2026-08-26T13:45:43.083490+00:00,citigroup,Citi,A,job_sources_investment_banking.csv,citigroup-global,active_existing_source,7,https://jobs.citi.com/,Cadence/enabled synced from A; calibrated adapter and seed URL preserved.
2026-08-26T13:45:43.083490+00:00,commerzbank,Commerzbank,A,job_sources_financial_services.csv,commerzbank-global,active_existing_source,7,https://jobs.commerzbank.com/index.php?ac=search_result,Cadence/enabled synced from A; calibrated adapter and seed URL preserved.
2026-08-26T13:45:43.083490+00:00,continental,Continental,A,job_sources_corporate.csv,continental-global,active_existing_source,7,https://careers.smartrecruiters.com/Continental,Cadence/enabled synced from A; calibrated adapter and seed URL preserved.
2026-08-26T13:45:43.083490+00:00,de-shaw,D. E. Shaw,A,job_sources_specialist_funds.csv,de-shaw-global,active_existing_source,7,https://www.deshaw.com/careers,Cadence/enabled synced from A; calibrated adapter and seed URL preserved.
2026-08-26T13:45:43.083490+00:00,dhl,DHL Group,A,job_sources_corporate.csv,dhl-global,active_existing_source,7,https://careers.dhl.com/global/en/search-results,Cadence/enabled synced from A; calibrated adapter and seed URL preserved.
2026-08-26T13:45:43.083490+00:00,dnb,DNB Group,A,job_sources_financial_services.csv,dnb-global,active_existing_source,7,https://careers.smartrecruiters.com/DNB1,Cadence/enabled synced from A; calibrated adapter and seed URL preserved.
2026-08-26T13:45:43.083490+00:00,dws,DWS Group,A,job_sources_public_markets.csv,dws-global,active_existing_source,7,https://www.dws.com/en-us/about-us/careers/,Cadence/enabled synced from A; calibrated adapter and seed URL preserved.
2026-08-26T13:45:43.083490+00:00,dz-bank,DZ BANK,A,job_sources_financial_services.csv,dz-bank-global,active_existing_source,7,https://career012.successfactors.eu/career?company=DZBank,Cadence/enabled synced from A; calibrated adapter and seed URL preserved.
2026-08-26T13:45:43.083490+00:00,danske-bank,Danske Bank,A,job_sources_financial_services.csv,danske-bank-global,active_existing_source,7,https://danskebank.com/careers,Cadence/enabled synced from A; calibrated adapter and seed URL preserved.
2026-08-26T13:45:43.083490+00:00,deutsche-bank,Deutsche Bank,A,job_sources_financial_services.csv,deutsche-bank-global,active_existing_source,7,https://db.wd3.myworkdayjobs.com/DBWebsite,Cadence/enabled synced from A; calibrated adapter and seed URL preserved.
2026-08-26T13:45:43.083490+00:00,dbag,Deutsche Beteiligungs AG,A,job_sources_pe.csv,dbag-global,active_existing_source,7,https://dbag.careers.hibob.com/jobs,Cadence/enabled synced from A; calibrated adapter and seed URL preserved.
2026-08-26T13:45:43.083490+00:00,diageo,Diageo,A,job_sources_corporate.csv,diageo-global,active_existing_source,7,https://diageo.wd3.myworkdayjobs.com/Diageo_Careers,Cadence/enabled synced from A; calibrated adapter and seed URL preserved.
2026-08-26T13:45:43.083490+00:00,eon,E.ON,A,job_sources_corporate.csv,eon-global,active_existing_source,7,https://careers.eon.com/,Cadence/enabled synced from A; calibrated adapter and seed URL preserved.
2026-08-26T13:45:43.083490+00:00,enbw,EnBW,A,job_sources_corporate.csv,enbw-global,active_existing_source,7,https://careers.enbw.com/de/de,Cadence/enabled synced from A; calibrated adapter and seed URL preserved.
2026-08-26T13:45:43.083490+00:00,equinor,Equinor,A,job_sources_corporate.csv,equinor-global,active_existing_source,7,https://www.equinor.com/careers,Cadence/enabled synced from A; calibrated adapter and seed URL preserved.
2026-08-26T13:45:43.083490+00:00,ericsson,Ericsson,A,job_sources_corporate.csv,ericsson-global,active_existing_source,7,https://www.ericsson.com/en/careers,Cadence/enabled synced from A; calibrated adapter and seed URL preserved.
2026-08-26T13:45:43.083490+00:00,erste-group,Erste Group,A,job_sources_financial_services.csv,erste-group-global,active_existing_source,7,https://www.erstegroup.com/en/career,Cadence/enabled synced from A; calibrated adapter and seed URL preserved.
2026-08-26T13:45:43.083490+00:00,ebrd,European Bank for Reconstruction and Development,A,job_sources_financial_services.csv,ebrd-global,active_existing_source,7,https://jobs.ebrd.com/,Cadence/enabled synced from A; calibrated adapter and seed URL preserved.
2026-08-26T13:45:43.083490+00:00,evercore,Evercore,A,job_sources_investment_banking.csv,evercore-global,active_existing_source,7,https://www.evercore.com/careers/,Cadence/enabled synced from A; calibrated adapter and seed URL preserved.
2026-08-26T13:45:43.083490+00:00,exor,Exor,A,job_sources_holdings.csv,exor-global,active_existing_source,7,https://www.exor.com/pages/exor/careers,Cadence/enabled synced from A; calibrated adapter and seed URL preserved.
2026-08-26T13:45:43.083490+00:00,fsn-capital,FSN Capital,A,job_sources_pe.csv,fsn-capital-global,active_existing_source,7,https://www.fsncapital.com/careers,Cadence/enabled synced from A; calibrated adapter and seed URL preserved.
2026-08-26T13:45:43.083490+00:00,fti-consulting,FTI Consulting,A,job_sources_consulting.csv,fti-consulting-global,active_existing_source,7,https://fticonsult.referrals.selectminds.com/,Cadence/enabled synced from A; calibrated adapter and seed URL preserved.
2026-08-26T13:45:43.083490+00:00,fidelity-international,Fidelity International,A,job_sources_pe.csv,fidelity-international-global,active_existing_source,7,https://careers.fidelityinternational.com/,Cadence/enabled synced from A; calibrated adapter and seed URL preserved.
2026-08-26T13:45:43.083490+00:00,forvis-mazars,Forvis Mazars,A,job_sources_consulting.csv,forvis-mazars-global,active_existing_source,7,https://www.forvismazars.com/group/en/join-us,Cadence/enabled synced from A; calibrated adapter and seed URL preserved.
2026-08-26T13:45:43.083490+00:00,glencore,Glencore,A,job_sources_corporate.csv,glencore-global,active_existing_source,7,https://www.glencore.com/en/careers/jobs,Cadence/enabled synced from A; calibrated adapter and seed URL preserved.
2026-08-26T13:45:43.083490+00:00,goldman-sachs,Goldman Sachs,A,job_sources_investment_banking.csv,goldman-sachs-global,active_existing_source,7,https://www.goldmansachs.com/careers/,Cadence/enabled synced from A; calibrated adapter and seed URL preserved.
2026-08-26T13:45:43.083490+00:00,grant-thornton,Grant Thornton,A,job_sources_consulting.csv,grant-thornton-global,active_existing_source,7,https://www.grantthornton.global/en/careers/,Cadence/enabled synced from A; calibrated adapter and seed URL preserved.
2026-08-26T13:45:43.083490+00:00,hsbc,HSBC Holdings,A,job_sources_financial_services.csv,hsbc-global,active_existing_source,7,https://www.hsbc.com/careers,Cadence/enabled synced from A; calibrated adapter and seed URL preserved.
2026-08-26T13:45:43.083490+00:00,handelsbanken,Handelsbanken,A,job_sources_financial_services.csv,handelsbanken-global,active_existing_source,7,https://www.handelsbanken.com/en/careers/vacancies,Cadence/enabled synced from A; calibrated adapter and seed URL preserved.
2026-08-26T13:45:43.083490+00:00,henkel,Henkel,A,job_sources_corporate.csv,henkel-global,active_existing_source,7,https://www.henkel.com/careers/find-your-job-apply,Cadence/enabled synced from A; calibrated adapter and seed URL preserved.
2026-08-26T13:45:43.083490+00:00,holcim,Holcim,A,job_sources_corporate.csv,holcim-global,active_existing_source,7,https://careers.holcimgroup.com/?locale=en_US,Cadence/enabled synced from A; calibrated adapter and seed URL preserved.
2026-08-26T13:45:43.083490+00:00,horvath,Horváth,A,job_sources_consulting.csv,horvath-global,active_existing_source,7,https://horvath.wd3.myworkdayjobs.com/en-US/Horvath_Careers,Cadence/enabled synced from A; calibrated adapter and seed URL preserved.
2026-08-26T13:45:43.083490+00:00,ibm-consulting,IBM Consulting,A,job_sources_consulting.csv,ibm-consulting-global,active_existing_source,7,https://www.ibm.com/careers/search,Cadence/enabled synced from A; calibrated adapter and seed URL preserved.
2026-08-26T13:45:43.083490+00:00,ing,ING Group,A,job_sources_financial_services.csv,ing-global,active_existing_source,7,https://ing.wd3.myworkdayjobs.com/ICSGBLCOR,Cadence/enabled synced from A; calibrated adapter and seed URL preserved.
2026-08-26T13:45:43.083490+00:00,implement-consulting,Implement Consulting Group,A,job_sources_consulting.csv,implement-consulting-global,active_existing_source,7,https://implementconsultinggroup.com/career,Cadence/enabled synced from A; calibrated adapter and seed URL preserved.
2026-08-26T13:45:43.083490+00:00,industrivarden,Industrivärden,A,job_sources_holdings.csv,industrivarden-global,active_existing_source,7,https://www.industrivarden.se/en-gb/career/,Cadence/enabled synced from A; calibrated adapter and seed URL preserved.
2026-08-26T13:45:43.083490+00:00,icg,Intermediate Capital Group,A,job_sources_pe.csv,icg-global,active_existing_source,7,https://icg.wd3.myworkdayjobs.com/en-US/external_careers,Cadence/enabled synced from A; calibrated adapter and seed URL preserved.
2026-08-26T13:45:43.083490+00:00,invesco,Invesco,A,job_sources_pe.csv,invesco-global,active_existing_source,7,https://careers.invesco.com/,Cadence/enabled synced from A; calibrated adapter and seed URL preserved.
2026-08-26T13:45:43.083490+00:00,investor-ab,Investor AB,A,job_sources_holdings.csv,investor-ab-global,active_existing_source,7,https://www.investorab.com/career/,Cadence/enabled synced from A; calibrated adapter and seed URL preserved.
2026-08-26T13:45:43.083490+00:00,jpmorgan-chase,JPMorgan Chase,A,job_sources_investment_banking.csv,jpmorgan-chase-global,active_existing_source,7,https://careers.jpmorgan.com/global/en/home,Cadence/enabled synced from A; calibrated adapter and seed URL preserved.
2026-08-26T13:45:43.083490+00:00,janus-henderson,Janus Henderson,A,job_sources_pe.csv,janus-henderson-global,active_existing_source,7,https://www.janushenderson.com/corporate/careers/,Cadence/enabled synced from A; calibrated adapter and seed URL preserved.
2026-08-26T13:45:43.083490+00:00,jefferies,Jefferies,A,job_sources_investment_banking.csv,jefferies-global,active_existing_source,7,https://www.jefferies.com/careers/,Cadence/enabled synced from A; calibrated adapter and seed URL preserved.
2026-08-26T13:45:43.083490+00:00,kone,KONE,A,job_sources_corporate.csv,kone-global,active_existing_source,7,https://kone.wd3.myworkdayjobs.com/Careers,Cadence/enabled synced from A; calibrated adapter and seed URL preserved.
2026-08-26T13:45:43.083490+00:00,lek-consulting,L.E.K. Consulting,A,job_sources_consulting.csv,lek-global,active_existing_source,7,https://www.lek.com/careers,Cadence/enabled synced from A; calibrated adapter and seed URL preserved.
2026-08-26T13:45:43.083490+00:00,lbbw,LBBW,A,job_sources_financial_services.csv,lbbw-global,active_existing_source,7,https://karriere.lbbw.de/,Cadence/enabled synced from A; calibrated adapter and seed URL preserved.
2026-08-26T13:45:43.083490+00:00,lazard,Lazard,A,job_sources_investment_banking.csv,lazard-global,active_existing_source,7,https://www.lazard.com/careers/,Cadence/enabled synced from A; calibrated adapter and seed URL preserved.
2026-08-26T13:45:43.083490+00:00,lloyds-banking-group,Lloyds Banking Group,A,job_sources_financial_services.csv,lloyds-banking-group-global,active_existing_source,7,https://lbg.wd3.myworkdayjobs.com/LBG_Careers,Cadence/enabled synced from A; calibrated adapter and seed URL preserved.
2026-08-26T13:45:43.083490+00:00,mg,M&G,A,job_sources_pe.csv,mg-global,active_existing_source,7,https://www.mandg.com/careers,Cadence/enabled synced from A; calibrated adapter and seed URL preserved.
2026-08-26T13:45:43.083490+00:00,man-group,Man Group,A,job_sources_pe.csv,man-group-global,active_existing_source,7,https://www.man.com/careers,Cadence/enabled synced from A; calibrated adapter and seed URL preserved.
2026-08-26T13:45:43.083490+00:00,mercedes-benz,Mercedes-Benz Group,A,job_sources_corporate.csv,mercedes-benz-global,active_existing_source,7,https://jobs.mercedes-benz.com/enUS,Cadence/enabled synced from A; calibrated adapter and seed URL preserved.
2026-08-26T13:45:43.083490+00:00,morgan-stanley,Morgan Stanley,A,job_sources_investment_banking.csv,morgan-stanley-global,active_existing_source,7,https://www.morganstanley.com/people-opportunities,Cadence/enabled synced from A; calibrated adapter and seed URL preserved.
2026-08-26T13:45:43.083490+00:00,munich-re,Munich Re Group,A,job_sources_financial_services.csv,munich-re-global,active_existing_source,7,https://careers.munichre.com/en/munichre,Cadence/enabled synced from A; calibrated adapter and seed URL preserved.
2026-08-26T13:45:43.083490+00:00,mutares,Mutares,A,job_sources_pe.csv,mutares-global,active_existing_source,7,https://career.mutares.com/jobs,Cadence/enabled synced from A; calibrated adapter and seed URL preserved.
2026-08-26T13:45:43.083490+00:00,natwest,NatWest Group,A,job_sources_financial_services.csv,natwest-global,active_existing_source,7,https://jobs.natwestgroup.com/search/jobs,Cadence/enabled synced from A; calibrated adapter and seed URL preserved.
2026-08-26T13:45:43.083490+00:00,nestle,Nestlé,A,job_sources_corporate.csv,nestle-global,active_existing_source,7,https://career2.successfactors.eu/careers?company=nestleHRprdBX,Cadence/enabled synced from A; calibrated adapter and seed URL preserved.
2026-08-26T13:45:43.083490+00:00,nokia,Nokia,A,job_sources_corporate.csv,nokia-global,active_existing_source,7,https://www.nokia.com/about-us/careers/,Cadence/enabled synced from A; calibrated adapter and seed URL preserved.
2026-08-26T13:45:43.083490+00:00,nordea,Nordea,A,job_sources_financial_services.csv,nordea-global,active_existing_source,7,https://www.nordea.com/en/careers,Cadence/enabled synced from A; calibrated adapter and seed URL preserved.
2026-08-26T13:45:43.083490+00:00,nordic-capital,Nordic Capital,A,job_sources_pe.csv,nordic-capital-global,active_existing_source,7,https://career.nordiccapital.com/jobs,Cadence/enabled synced from A; calibrated adapter and seed URL preserved.
2026-08-26T13:45:43.083490+00:00,nbim,Norges Bank Investment Management,A,job_sources_public_markets.csv,nbim-global,active_existing_source,7,https://www.nbim.no/en/about-us/career/vacancies/,Cadence/enabled synced from A; calibrated adapter and seed URL preserved.
2026-08-26T13:45:43.083490+00:00,occ-strategy,OC&C Strategy Consultants,A,job_sources_consulting.csv,occ-strategy-global,active_existing_source,7,https://www.occstrategy.com/en/careers/,Cadence/enabled synced from A; calibrated adapter and seed URL preserved.
2026-08-26T13:45:43.083490+00:00,omv,OMV Group,A,job_sources_corporate.csv,omv-global,active_existing_source,7,https://careers.omv.com/?locale=en_US,Cadence/enabled synced from A; calibrated adapter and seed URL preserved.
2026-08-26T13:45:43.083490+00:00,op-financial,OP Financial Group,A,job_sources_financial_services.csv,op-financial-global,active_existing_source,7,https://www.op-careers.fi/,Cadence/enabled synced from A; calibrated adapter and seed URL preserved.
2026-08-26T13:45:43.083490+00:00,oliver-wyman,Oliver Wyman,A,job_sources_consulting.csv,oliver-wyman-global,active_existing_source,7,https://careers.marsh.com/global/en/oliver-wyman,Cadence/enabled synced from A; calibrated adapter and seed URL preserved.
2026-08-26T13:45:43.083490+00:00,pai-partners,PAI Partners,A,job_sources_pe.csv,pai-global,active_existing_source,7,https://www.paipartners.com/careers/,Cadence/enabled synced from A; calibrated adapter and seed URL preserved.
2026-08-26T13:45:43.083490+00:00,partners-group,Partners Group,A,job_sources_pe.csv,partners-group-global,active_existing_source,7,https://jobs.partnersgroup.com/,Cadence/enabled synced from A; calibrated adapter and seed URL preserved.
2026-08-26T13:45:43.083490+00:00,porsche,Porsche AG,A,job_sources_corporate.csv,porsche-global,active_existing_source,7,https://jobs.porsche.com/index.php?ac=start,Cadence/enabled synced from A; calibrated adapter and seed URL preserved.
2026-08-26T13:45:43.083490+00:00,porsche-se,Porsche Automobil Holding,A,job_sources_holdings.csv,porsche-se-global,active_existing_source,7,https://www.porsche-se.com/en/company/career,Cadence/enabled synced from A; calibrated adapter and seed URL preserved.
2026-08-26T13:45:43.083490+00:00,protiviti,Protiviti,A,job_sources_consulting.csv,protiviti-global,active_existing_source,7,https://www.protiviti.com/gl-en/careers,Cadence/enabled synced from A; calibrated adapter and seed URL preserved.
2026-08-26T13:45:43.083490+00:00,rsm,RSM,A,job_sources_consulting.csv,rsm-global,active_existing_source,7,https://www.rsm.global/careers,Cadence/enabled synced from A; calibrated adapter and seed URL preserved.
2026-08-26T13:45:43.083490+00:00,rwe,RWE,A,job_sources_corporate.csv,rwe-global,active_existing_source,7,https://jobs.rwe.com/,Cadence/enabled synced from A; calibrated adapter and seed URL preserved.
2026-08-26T13:45:43.083490+00:00,reckitt,Reckitt,A,job_sources_corporate.csv,reckitt-global,active_existing_source,7,https://career2.successfactors.eu/careers?company=reckittb01,Cadence/enabled synced from A; calibrated adapter and seed URL preserved.
2026-08-26T13:45:43.083490+00:00,robeco,Robeco,A,job_sources_public_markets.csv,robeco-global,active_existing_source,7,https://robeco.wd3.myworkdayjobs.com/robecoexternalcareers,Cadence/enabled synced from A; calibrated adapter and seed URL preserved.
2026-08-26T13:45:43.083490+00:00,roland-berger,Roland Berger,A,job_sources_consulting.csv,roland-berger-global,active_existing_source,7,https://www.rolandberger.com/en/Join/All-Jobs/,Cadence/enabled synced from A; calibrated adapter and seed URL preserved.
2026-08-26T13:45:43.083490+00:00,rolls-royce,Rolls-Royce,A,job_sources_corporate.csv,rolls-royce-global,active_existing_source,7,https://rollsroyce.wd3.myworkdayjobs.com/professional,Cadence/enabled synced from A; calibrated adapter and seed URL preserved.
2026-08-26T13:45:43.083490+00:00,rothschild-co,Rothschild & Co,A,job_sources_investment_banking.csv,rothschild-co-global,active_existing_source,7,https://www.rothschildandco.com/en/careers/,Cadence/enabled synced from A; calibrated adapter and seed URL preserved.
2026-08-26T13:45:43.083490+00:00,sap,SAP,A,job_sources_corporate.csv,sap-global,active_existing_source,7,https://jobs.sap.com/,Cadence/enabled synced from A; calibrated adapter and seed URL preserved.
2026-08-26T13:45:43.083490+00:00,seb,SEB Group,A,job_sources_financial_services.csv,seb-global,active_existing_source,7,https://sebgroup.com/career,Cadence/enabled synced from A; calibrated adapter and seed URL preserved.
2026-08-26T13:45:43.083490+00:00,sampo,Sampo Group,A,job_sources_financial_services.csv,sampo-global,active_existing_source,7,https://www.sampo.com/careers/,Cadence/enabled synced from A; calibrated adapter and seed URL preserved.
2026-08-26T13:45:43.083490+00:00,schroders,Schroders,A,job_sources_public_markets.csv,schroders-global,active_existing_source,7,https://www.schroders.com/en/global/individual/careers/,Cadence/enabled synced from A; calibrated adapter and seed URL preserved.
2026-08-26T13:45:43.083490+00:00,shell,Shell,A,job_sources_corporate.csv,shell-global,active_existing_source,7,https://shell.wd3.myworkdayjobs.com/ShellCareers,Cadence/enabled synced from A; calibrated adapter and seed URL preserved.
2026-08-26T13:45:43.083490+00:00,siemens,Siemens,A,job_sources_corporate.csv,siemens-global,active_existing_source,7,https://www.siemens.com/de-de/company/jobs/,Cadence/enabled synced from A; calibrated adapter and seed URL preserved.
2026-08-26T13:45:43.083490+00:00,standard-chartered,Standard Chartered,A,job_sources_financial_services.csv,standard-chartered-global,active_existing_source,7,https://jobs.standardchartered.com/,Cadence/enabled synced from A; calibrated adapter and seed URL preserved.
2026-08-26T13:45:43.083490+00:00,storebrand,Storebrand,A,job_sources_financial_services.csv,storebrand-global,active_existing_source,7,https://storebrand.wd3.myworkdayjobs.com/Storebrand_Careers,Cadence/enabled synced from A; calibrated adapter and seed URL preserved.
2026-08-26T13:45:43.083490+00:00,summa-equity,Summa Equity,A,job_sources_pe.csv,summa-equity-global,active_existing_source,7,https://summaequity.com/career/,Cadence/enabled synced from A; calibrated adapter and seed URL preserved.
2026-08-26T13:45:43.083490+00:00,swedbank,Swedbank,A,job_sources_financial_services.csv,swedbank-global,active_existing_source,7,https://jobs.swedbank.com/,Cadence/enabled synced from A; calibrated adapter and seed URL preserved.
2026-08-26T13:45:43.083490+00:00,swiss-life,Swiss Life Group,A,job_sources_financial_services.csv,swiss-life-global,active_existing_source,7,https://swisslife.wd3.myworkdayjobs.com/Swiss_Life_International_Division_Career_Site,Cadence/enabled synced from A; calibrated adapter and seed URL preserved.
2026-08-26T13:45:43.083490+00:00,tpg,TPG,A,job_sources_pe.csv,tpg-global,active_existing_source,7,https://job-boards.greenhouse.io/tpgcareers,Cadence/enabled synced from A; calibrated adapter and seed URL preserved.
2026-08-26T13:45:43.083490+00:00,triton,Triton Partners,A,job_sources_pe.csv,triton-global,active_existing_source,7,https://tritonpartners.wd3.myworkdayjobs.com/en-GB/External,Cadence/enabled synced from A; calibrated adapter and seed URL preserved.
2026-08-26T13:45:43.083490+00:00,two-sigma,Two Sigma,A,job_sources_specialist_funds.csv,two-sigma-global,active_existing_source,7,https://www.twosigma.com/careers/,Cadence/enabled synced from A; calibrated adapter and seed URL preserved.
2026-08-26T13:45:43.083490+00:00,ubs,UBS Group,A,job_sources_financial_services.csv,ubs-global,active_existing_source,7,https://www.ubs.com/global/en/careers/search-jobs.html,Cadence/enabled synced from A; calibrated adapter and seed URL preserved.
2026-08-26T13:45:43.083490+00:00,ufenau,Ufenau Capital Partners,A,job_sources_pe.csv,ufenau-global,active_existing_source,7,https://ufenau-capital-partners.jobs.personio.com/,Cadence/enabled synced from A; calibrated adapter and seed URL preserved.
2026-08-26T13:45:43.083490+00:00,unicredit,UniCredit,A,job_sources_financial_services.csv,unicredit-global,active_existing_source,7,https://careers.unicredit.eu/,Cadence/enabled synced from A; calibrated adapter and seed URL preserved.
2026-08-26T13:45:43.083490+00:00,unilever,Unilever,A,job_sources_corporate.csv,unilever-global,active_existing_source,7,https://unilever.wd3.myworkdayjobs.com/Unilever_Experienced_Professionals,Cadence/enabled synced from A; calibrated adapter and seed URL preserved.
2026-08-26T13:45:43.083490+00:00,uniper,Uniper,A,job_sources_corporate.csv,uniper-global,active_existing_source,7,https://career5.successfactors.eu/career?company=UniperProd,Cadence/enabled synced from A; calibrated adapter and seed URL preserved.
2026-08-26T13:45:43.083490+00:00,vanguard,Vanguard,A,job_sources_pe.csv,vanguard-global,active_existing_source,7,https://www.vanguardjobs.com/,Cadence/enabled synced from A; calibrated adapter and seed URL preserved.
2026-08-26T13:45:43.083490+00:00,vattenfall,Vattenfall,A,job_sources_corporate.csv,vattenfall-global,active_existing_source,7,https://careers.smartrecruiters.com/vattenfall,Cadence/enabled synced from A; calibrated adapter and seed URL preserved.
